opportunity_id,customer_id,city,state,region,industry,customer_segment,company_size,existing_customer,customer_health_score,account_id,sales_rep_id,sales_team_id,created_date,product_id,product,product_category,lead_source,contract_type,deal_type,new_or_existing_customer,opportunity_amount,discount_percentage,net_deal_value,competitor_present,competitor_name,decision_makers_count,engagement_score,expected_close_date,sales_stage,previous_stage,stage_entry_date,actual_close_date,deal_status,lost_reason,last_activity_date,activity_gap_days,next_follow_up_date,sales_cycle_days,total_opportunity_age_days,days_in_current_stage,quarter,month,year,meeting_count,email_count,call_count,demo_count,follow_up_count,proposal_sent,win_probability,weighted_value,forecast_category,risk_score,risk_level,risk_drivers,recommended_action,health_stage_progression,health_recency,health_age,health_engagement,health_close_plan,health_historical_conversion,health_size_balance,health_next_action,health_score,health_category,forecast_risk_value
830,13896,Jaipur,Rajasthan,North,BFSI,Mid-market,312,False,85,13896,32,3,2023-09-10,4,Security Services,Services,Event,Multi-year,New business,New,1551276.39,9.0,1411661.51,True,Competitor B,1,86.4,2023-12-26,Closed Lost,Negotiation,2023-12-07,2023-12-07,Closed Lost,Competitor selected,2023-11-15,22,,88.0,88,0,3,9,2023,1,2,0,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
831,3898,Bengaluru,Karnataka,South,BFSI,Enterprise,675,True,74,3898,4,1,2023-01-13,1,Cloud Enablement,Services,Partner,Project,Renewal,Existing,3581583.14,8.69,3270343.57,True,Competitor B,6,55.0,2023-07-26,Closed Won,Negotiation,2023-05-10,2023-05-10,Closed Won,,2023-04-29,11,,117.0,117,0,1,1,2023,0,0,0,1,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
832,2413,Bhubaneswar,Odisha,East,Manufacturing,SMB,56,False,72,2413,45,4,2025-08-15,3,Data Advisory,Services,Outbound,Project,New business,New,181082.17,7.78,166993.98,True,Competitor A,1,35.8,2025-11-09,Closed Lost,Discovery,2025-09-20,2025-09-20,Closed Lost,Competitor selected,2025-08-31,20,,36.0,36,0,3,8,2025,1,0,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
833,2846,Pune,Maharashtra,West,Healthcare,SMB,138,True,76,2846,13,2,2025-11-18,3,Data Advisory,Services,Referral,Annual,Renewal,Existing,206782.21,4.27,197952.61,False,None,3,80.8,2026-02-01,Closed Won,Negotiation,2026-03-07,2026-03-07,Closed Won,,2026-02-02,33,,109.0,109,0,4,11,2025,0,1,4,0,2,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
834,2514,Kolkata,West Bengal,East,IT Services,SMB,72,True,38,2514,48,4,2025-11-11,1,Cloud Enablement,Services,Inbound,Project,Renewal,Existing,373772.86,2.78,363381.97,False,None,2,35.4,2026-01-05,Closed Lost,Discovery,2026-01-13,2026-01-13,Closed Lost,No decision,2026-01-12,1,,63.0,63,0,4,11,2025,0,4,0,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
835,10553,Bhubaneswar,Odisha,East,Retail,Mid-market,300,False,72,10553,42,4,2026-07-11,4,Security Services,Services,Outbound,Project,New business,New,595724.2,7.28,552355.48,False,None,2,26.4,2026-10-28,Closed Lost,Qualified,2026-08-19,2026-08-19,Closed Lost,Other,2026-08-15,4,,39.0,39,0,3,7,2026,1,2,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
836,4667,Mumbai,Maharashtra,West,Healthcare,Enterprise,234,False,53,4667,20,2,2026-01-07,4,Security Services,Services,Outbound,Project,New business,New,1260747.46,7.71,1163543.83,True,Competitor B,5,67.3,2026-04-19,Closed Lost,Lead,2026-02-12,2026-02-12,Closed Lost,Competitor selected,2026-01-30,13,,36.0,36,0,1,1,2026,0,2,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
837,270,Delhi,Delhi,North,Healthcare,Mid-market,288,True,81,270,27,3,2025-09-13,2,Workflow Suite,Software,Partner,Annual,Renewal,Existing,887012.98,7.92,816761.55,False,None,2,29.0,2025-12-04,Closed Lost,Qualified,2025-10-07,2025-10-07,Closed Lost,Pricing,2025-10-07,0,,24.0,24,0,3,9,2025,1,0,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
838,9714,Pune,Maharashtra,West,Retail,Enterprise,234,False,87,9714,15,2,2026-02-24,4,Security Services,Services,Partner,Multi-year,New business,New,1273566.76,7.44,1178813.39,False,None,3,39.0,2026-05-16,Closed Won,Negotiation,2026-08-09,2026-08-09,Closed Won,,2026-08-02,7,,166.0,166,0,1,2,2026,0,0,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
839,7268,Pune,Maharashtra,West,Retail,Mid-market,132,False,88,7268,19,2,2026-04-29,1,Cloud Enablement,Services,Inbound,Annual,New business,New,564296.53,2.64,549399.1,False,None,3,45.5,2026-09-10,Closed Lost,Discovery,2026-06-11,2026-06-11,Closed Lost,Internal approval delay,2026-05-16,26,,43.0,43,0,2,4,2026,0,2,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
840,11872,Delhi,Delhi,North,Retail,Enterprise,909,False,52,11872,35,3,2026-07-20,4,Security Services,Services,Inbound,Annual,New business,New,1921070.66,1.68,1888796.67,True,Competitor B,4,33.8,2026-12-15,Closed Lost,Lead,2026-08-03,2026-08-03,Closed Lost,Competitor selected,2026-07-26,8,,14.0,14,0,3,7,2026,0,2,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
841,3032,Mumbai,Maharashtra,West,Manufacturing,SMB,93,False,90,3032,13,2,2026-07-20,3,Data Advisory,Services,Referral,Project,New business,New,202239.94,12.42,177121.74,True,Competitor A,1,56.8,2026-10-09,Discovery,Qualified,2026-08-22,,Open,,2026-08-28,3,2026-09-05,,42,9,3,7,2026,0,0,4,0,3,False,0.4055827312300857,71837.51906942512,Best Case,5,Low,Competitor present,Clarify differentiation and buying criteria,6.25,11.25,9.583333333333332,7.1,12.5,5.069784140376071,12.5,12.5,76.8,Healthy,3591.8759534712563
842,16508,Kolkata,West Bengal,East,Retail,Enterprise,1026,False,67,16508,44,4,2025-08-25,3,Data Advisory,Services,Inbound,Annual,New business,New,6362672.61,5.11,6037540.04,True,Competitor B,6,55.3,2026-01-10,Closed Lost,Proposal,2025-11-25,2025-11-25,Closed Lost,Competitor selected,2025-11-04,21,,92.0,92,0,3,8,2025,2,2,1,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
843,2196,Kolkata,West Bengal,East,Healthcare,SMB,50,True,92,2196,44,4,2025-04-01,1,Cloud Enablement,Services,Partner,Multi-year,Renewal,Existing,309653.63,6.46,289650.01,True,Competitor B,1,56.4,2025-06-01,Closed Won,Negotiation,2025-07-11,2025-07-11,Closed Won,,2025-07-11,0,,101.0,101,0,2,4,2025,1,1,1,2,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
844,681,Jaipur,Rajasthan,North,Healthcare,Mid-market,384,False,87,681,36,3,2023-10-26,1,Cloud Enablement,Services,Inbound,Project,New business,New,1382721.65,2.78,1344281.99,True,Competitor C,2,63.7,2024-03-10,Closed Lost,Proposal,2024-01-10,2024-01-10,Closed Lost,Poor engagement,2024-01-10,0,,76.0,76,0,4,10,2023,1,1,2,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
845,5973,Pune,Maharashtra,West,BFSI,SMB,63,False,51,5973,14,2,2024-04-20,1,Cloud Enablement,Services,Outbound,Annual,New business,New,410687.72,7.26,380871.79,True,Competitor C,1,26.8,2024-06-17,Closed Lost,Lead,2024-04-29,2024-04-29,Closed Lost,Competitor selected,2024-04-29,0,,9.0,9,0,2,4,2024,0,1,1,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
846,5948,Bhubaneswar,Odisha,East,Manufacturing,Enterprise,306,True,62,5948,46,4,2023-12-09,3,Data Advisory,Services,Partner,Project,Renewal,Existing,1804601.61,8.78,1646157.59,False,None,5,87.9,2024-04-11,Closed Won,Negotiation,2024-03-20,2024-03-20,Closed Won,,2024-03-07,13,,102.0,102,0,4,12,2023,2,2,5,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
847,15163,Jaipur,Rajasthan,North,Manufacturing,Enterprise,315,False,95,15163,25,3,2025-06-11,4,Security Services,Services,Partner,Project,New business,New,1795143.15,3.1,1739493.71,False,None,6,43.0,2025-10-13,Closed Won,Negotiation,2025-11-18,2025-11-18,Closed Won,,2025-09-07,72,,160.0,160,0,2,6,2025,0,0,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
848,5132,Pune,Maharashtra,West,IT Services,Mid-market,393,False,58,5132,22,2,2026-03-15,1,Cloud Enablement,Services,Outbound,Annual,New business,New,637915.45,11.65,563598.3,True,Competitor B,2,66.4,2026-05-31,Closed Lost,Demo,2026-05-26,2026-05-26,Closed Lost,Pricing,2026-05-18,8,,72.0,72,0,1,3,2026,1,1,1,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
849,10266,Chennai,Tamil Nadu,South,IT Services,Mid-market,201,True,45,10266,9,1,2024-09-13,4,Security Services,Services,Referral,Annual,Renewal,Existing,865631.64,10.64,773528.43,True,Competitor C,3,45.1,2024-11-20,Closed Won,Negotiation,2024-12-27,2024-12-27,Closed Won,,2024-12-06,21,,105.0,105,0,3,9,2024,1,2,2,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
850,703,Chennai,Tamil Nadu,South,Healthcare,Mid-market,234,True,69,703,3,1,2023-05-13,1,Cloud Enablement,Services,Inbound,Project,Renewal,Existing,1274109.09,11.96,1121725.64,False,None,4,71.4,2023-08-15,Closed Won,Negotiation,2023-08-22,2023-08-22,Closed Won,,2023-07-18,35,,101.0,101,0,2,5,2023,1,1,2,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
851,9855,Jaipur,Rajasthan,North,IT Services,Mid-market,168,False,62,9855,33,3,2023-06-06,3,Data Advisory,Services,Event,Annual,New business,New,1229351.83,4.91,1168990.66,False,None,2,89.4,2023-08-26,Closed Won,Negotiation,2023-08-06,2023-08-06,Closed Won,,2023-07-25,12,,61.0,61,0,2,6,2023,1,3,0,1,2,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
852,13198,Bengaluru,Karnataka,South,IT Services,SMB,73,False,56,13198,8,1,2026-06-03,2,Workflow Suite,Software,Outbound,Annual,New business,New,249600.17,2.07,244433.45,False,None,3,64.4,2026-08-29,Closed Lost,Lead,2026-07-01,2026-07-01,Closed Lost,Other,2026-06-30,1,,28.0,28,0,2,6,2026,0,3,1,0,4,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
853,12047,Jaipur,Rajasthan,North,Healthcare,Mid-market,84,True,90,12047,29,3,2023-05-27,4,Security Services,Services,Partner,Project,Renewal,Existing,599426.24,8.36,549314.21,False,None,1,58.7,2023-08-16,Closed Lost,Negotiation,2023-09-21,2023-09-21,Closed Lost,Budget constraints,2023-08-26,26,,117.0,117,0,2,5,2023,0,2,1,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
854,7099,Chennai,Tamil Nadu,South,Healthcare,SMB,121,True,91,7099,1,1,2023-12-22,1,Cloud Enablement,Services,Partner,Annual,Renewal,Existing,295866.25,13.26,256634.39,True,Competitor A,4,79.4,2024-03-25,Closed Lost,Lead,2023-12-28,2023-12-28,Closed Lost,Competitor selected,2023-12-27,1,,6.0,6,0,4,12,2023,2,1,6,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
855,9050,Jaipur,Rajasthan,North,IT Services,SMB,138,False,83,9050,29,3,2024-10-12,4,Security Services,Services,Referral,Project,New business,New,174073.76,6.13,163403.04,False,None,4,65.0,2025-01-19,Closed Won,Negotiation,2025-01-28,2025-01-28,Closed Won,,2025-01-06,22,,108.0,108,0,4,10,2024,0,2,3,0,0,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
856,10236,Kolkata,West Bengal,East,Healthcare,Mid-market,405,False,35,10236,48,4,2024-07-31,3,Data Advisory,Services,Referral,Annual,New business,New,1028286.81,0.55,1022631.23,False,None,4,41.6,2024-10-29,Closed Lost,Qualified,2024-08-19,2024-08-19,Closed Lost,Budget constraints,2024-08-18,1,,19.0,19,0,3,7,2024,0,2,3,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
857,7206,Delhi,Delhi,North,Retail,Mid-market,429,False,68,7206,36,3,2026-08-01,4,Security Services,Services,Inbound,Project,New business,New,754467.05,3.27,729795.98,False,None,4,41.7,2026-10-14,Closed Lost,Lead,2026-08-14,2026-08-14,Closed Lost,Pricing,2026-08-03,11,,13.0,13,0,3,8,2026,0,0,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
858,7538,Jaipur,Rajasthan,North,Healthcare,SMB,130,False,69,7538,30,3,2025-11-05,4,Security Services,Services,Event,Annual,New business,New,433723.07,8.62,396336.14,False,None,3,22.8,2026-01-27,Closed Lost,Qualified,2025-12-22,2025-12-22,Closed Lost,Pricing,2025-12-19,3,,47.0,47,0,4,11,2025,1,1,0,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
859,15594,Chennai,Tamil Nadu,South,Healthcare,Enterprise,666,True,65,15594,10,1,2023-12-22,3,Data Advisory,Services,Outbound,Project,Renewal,Existing,2669113.29,5.98,2509500.32,False,None,4,25.3,2024-05-11,Closed Lost,Qualified,2024-01-26,2024-01-26,Closed Lost,No decision,2024-01-25,1,,35.0,35,0,4,12,2023,3,1,1,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
860,6102,Bhubaneswar,Odisha,East,Healthcare,Enterprise,639,True,88,6102,47,4,2023-03-10,4,Security Services,Services,Outbound,Annual,Expansion,Existing,2229915.89,9.76,2012276.1,True,Competitor B,4,77.2,2023-05-30,Closed Lost,Negotiation,2023-07-21,2023-07-21,Closed Lost,Competitor selected,2023-07-14,7,,133.0,133,0,1,3,2023,1,2,2,0,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
861,15333,Kolkata,West Bengal,East,Healthcare,SMB,72,False,76,15333,48,4,2024-05-19,2,Workflow Suite,Software,Referral,Project,New business,New,108899.77,1.96,106765.33,False,None,4,34.7,2024-10-02,Closed Lost,Qualified,2024-06-24,2024-06-24,Closed Lost,Competitor selected,2024-06-23,1,,36.0,36,0,2,5,2024,0,1,0,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
862,2293,Chennai,Tamil Nadu,South,BFSI,Mid-market,363,False,36,2293,7,1,2026-03-14,2,Workflow Suite,Software,Outbound,Project,New business,New,837450.7,4.79,797336.81,False,None,2,78.9,2026-06-11,Closed Lost,Lead,2026-04-26,2026-04-26,Closed Lost,Procurement delay,2026-04-18,8,,43.0,43,0,1,3,2026,1,2,3,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
863,7946,Delhi,Delhi,North,Manufacturing,Mid-market,270,True,86,7946,30,3,2025-06-03,4,Security Services,Services,Outbound,Project,Renewal,Existing,682514.48,7.13,633851.2,True,Competitor B,1,66.0,2025-09-09,Closed Won,Negotiation,2025-09-17,2025-09-17,Closed Won,,2025-09-14,3,,106.0,106,0,2,6,2025,0,2,0,0,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
864,14849,Chennai,Tamil Nadu,South,Healthcare,SMB,91,False,64,14849,10,1,2026-04-25,4,Security Services,Services,Inbound,Annual,New business,New,312372.95,3.0,303001.76,True,Competitor B,2,97.0,2026-07-17,Closed Lost,Lead,2026-05-08,2026-05-08,Closed Lost,Budget constraints,2026-05-06,2,,13.0,13,0,2,4,2026,1,0,3,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
865,3634,Kolkata,West Bengal,East,Retail,SMB,51,True,37,3634,41,4,2026-07-09,4,Security Services,Services,Inbound,Annual,Renewal,Existing,169972.82,3.4,164193.74,False,None,4,66.9,2026-09-20,Closed Lost,Lead,2026-08-18,2026-08-18,Closed Lost,Procurement delay,2026-08-16,2,,40.0,40,0,3,7,2026,1,2,2,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
866,1991,Delhi,Delhi,North,Healthcare,Mid-market,378,False,88,1991,32,3,2024-12-14,1,Cloud Enablement,Services,Inbound,Multi-year,New business,New,3195674.44,7.71,2949287.94,False,None,4,30.3,2025-02-11,Closed Lost,Demo,2025-02-19,2025-02-19,Closed Lost,Timing,2025-02-10,9,,67.0,67,0,4,12,2024,0,2,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
867,10668,Chennai,Tamil Nadu,South,Healthcare,Enterprise,684,True,80,10668,2,1,2023-01-24,1,Cloud Enablement,Services,Inbound,Project,Expansion,Existing,2199595.14,11.25,1952140.69,True,Competitor B,3,70.2,2023-05-10,Closed Lost,Discovery,2023-03-08,2023-03-08,Closed Lost,Budget constraints,2023-03-07,1,,43.0,43,0,1,1,2023,1,2,3,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
868,9642,Jaipur,Rajasthan,North,Retail,Mid-market,339,True,74,9642,28,3,2025-03-31,3,Data Advisory,Services,Outbound,Annual,Renewal,Existing,1140204.91,5.45,1078063.74,False,None,2,78.2,2025-07-19,Closed Lost,Lead,2025-04-09,2025-04-09,Closed Lost,Budget constraints,2025-04-09,0,,9.0,9,0,1,3,2025,1,0,3,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
869,7843,Kolkata,West Bengal,East,Manufacturing,Mid-market,444,False,77,7843,38,4,2026-01-30,2,Workflow Suite,Software,Partner,Annual,New business,New,443304.69,5.22,420164.19,True,Competitor A,2,82.5,2026-04-12,Closed Won,Negotiation,2026-04-07,2026-04-07,Closed Won,,2026-03-24,14,,67.0,67,0,1,1,2026,1,1,0,1,1,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
870,16269,Kolkata,West Bengal,East,Retail,Mid-market,285,True,71,16269,37,4,2026-03-13,2,Workflow Suite,Software,Inbound,Annual,Renewal,Existing,619340.46,9.16,562608.87,True,Competitor A,1,56.1,2026-06-26,Closed Lost,Lead,2026-03-22,2026-03-22,Closed Lost,Procurement delay,2026-03-22,0,,9.0,9,0,1,3,2026,0,1,3,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
871,6415,Chennai,Tamil Nadu,South,BFSI,Mid-market,381,False,53,6415,2,1,2023-05-25,1,Cloud Enablement,Services,Inbound,Annual,New business,New,1220420.87,15.51,1031133.59,True,Competitor C,1,30.4,2023-08-14,Closed Lost,Qualified,2023-06-20,2023-06-20,Closed Lost,Competitor selected,2023-06-17,3,,26.0,26,0,2,5,2023,1,0,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
872,4777,Mumbai,Maharashtra,West,Healthcare,SMB,145,False,38,4777,18,2,2024-10-07,1,Cloud Enablement,Services,Partner,Annual,New business,New,372144.63,9.9,335302.31,False,None,1,90.0,2024-12-07,Closed Lost,Lead,2024-10-20,2024-10-20,Closed Lost,Competitor selected,2024-10-17,3,,13.0,13,0,4,10,2024,1,4,0,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
873,6421,Jaipur,Rajasthan,North,Retail,Enterprise,963,False,53,6421,26,3,2024-01-18,1,Cloud Enablement,Services,Referral,Annual,New business,New,1633934.03,6.82,1522499.73,False,None,3,53.4,2024-05-13,Closed Lost,Lead,2024-01-30,2024-01-30,Closed Lost,Product mismatch,2024-01-27,3,,12.0,12,0,1,1,2024,0,0,2,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
874,7956,Chennai,Tamil Nadu,South,BFSI,SMB,94,True,93,7956,7,1,2024-02-12,3,Data Advisory,Services,Outbound,Annual,Renewal,Existing,236951.2,13.47,205033.87,True,Competitor B,3,42.4,2024-04-24,Closed Lost,Qualified,2024-03-26,2024-03-26,Closed Lost,Procurement delay,2024-03-05,21,,43.0,43,0,1,2,2024,0,1,2,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
875,11196,Pune,Maharashtra,West,BFSI,SMB,101,False,65,11196,24,2,2023-08-10,4,Security Services,Services,Referral,Annual,New business,New,167995.88,13.09,146005.22,False,None,1,52.8,2023-10-25,Closed Won,Negotiation,2023-12-18,2023-12-18,Closed Won,,2023-12-18,0,,130.0,130,0,3,8,2023,0,0,1,1,2,True,1.0,0.0,Closed Won,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
876,12427,Jaipur,Rajasthan,North,Retail,SMB,110,False,55,12427,30,3,2023-08-10,3,Data Advisory,Services,Outbound,Project,New business,New,205737.5,8.04,189196.2,True,Competitor C,2,65.8,2023-10-21,Closed Lost,Lead,2023-08-20,2023-08-20,Closed Lost,Competitor selected,2023-08-18,2,,10.0,10,0,3,8,2023,1,1,1,0,1,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
877,6585,Jaipur,Rajasthan,North,IT Services,SMB,109,False,47,6585,26,3,2023-11-17,1,Cloud Enablement,Services,Outbound,Project,New business,New,182673.39,5.17,173229.18,False,None,4,73.1,2024-01-31,Closed Lost,Lead,2023-12-05,2023-12-05,Closed Lost,Pricing,2023-12-03,2,,18.0,18,0,4,11,2023,1,4,0,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
878,4279,Jaipur,Rajasthan,North,IT Services,Enterprise,261,False,77,4279,27,3,2023-12-17,2,Workflow Suite,Software,Outbound,Multi-year,New business,New,1995681.33,3.12,1933416.07,True,Competitor B,4,80.8,2024-04-22,Closed Lost,Negotiation,2024-03-22,2024-03-22,Closed Lost,Timing,2024-03-19,3,,96.0,96,0,4,12,2023,1,5,0,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
879,10313,Pune,Maharashtra,West,IT Services,Mid-market,408,False,43,10313,15,2,2025-12-01,3,Data Advisory,Services,Outbound,Annual,New business,New,1444809.89,8.57,1320989.68,False,None,3,82.5,2026-04-05,Closed Lost,Demo,2026-03-15,2026-03-15,Closed Lost,Pricing,2026-02-28,15,,104.0,104,0,4,12,2025,4,1,0,0,2,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
880,3752,Kolkata,West Bengal,East,Manufacturing,Enterprise,252,False,92,3752,41,4,2025-08-17,3,Data Advisory,Services,Outbound,Project,New business,New,1430212.75,8.63,1306785.39,True,Competitor B,5,54.1,2025-12-24,Closed Lost,Qualified,2025-10-06,2025-10-06,Closed Lost,Competitor selected,2025-10-04,2,,50.0,50,0,3,8,2025,0,4,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
881,2481,Jaipur,Rajasthan,North,Manufacturing,Mid-market,345,False,39,2481,27,3,2025-10-22,3,Data Advisory,Services,Partner,Annual,New business,New,711990.92,4.84,677530.56,False,None,1,66.9,2026-01-10,Closed Lost,Negotiation,2026-02-26,2026-02-26,Closed Lost,Procurement delay,2026-02-13,13,,127.0,127,0,4,10,2025,1,0,0,0,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
882,1845,Jaipur,Rajasthan,North,IT Services,Mid-market,444,True,87,1845,35,3,2024-05-23,4,Security Services,Services,Outbound,Annual,Expansion,Existing,1481806.96,17.02,1229603.42,False,None,2,58.7,2024-09-11,Closed Lost,Proposal,2024-09-08,2024-09-08,Closed Lost,Poor engagement,2024-09-06,2,,108.0,108,0,2,5,2024,1,2,0,1,1,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
883,4244,Bengaluru,Karnataka,South,Manufacturing,Mid-market,414,True,41,4244,10,1,2025-08-23,4,Security Services,Services,Inbound,Annual,Expansion,Existing,960432.93,9.88,865542.16,True,Competitor B,2,68.3,2025-11-05,Closed Lost,Proposal,2025-10-30,2025-10-30,Closed Lost,Competitor selected,2025-10-28,2,,68.0,68,0,3,8,2025,0,1,0,0,2,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
884,378,Jaipur,Rajasthan,North,Manufacturing,SMB,59,False,49,378,26,3,2024-07-29,3,Data Advisory,Services,Partner,Project,New business,New,394040.81,6.13,369886.11,False,None,3,87.1,2024-11-15,Closed Lost,Negotiation,2024-10-06,2024-10-06,Closed Lost,Customer priorities changed,2024-09-24,12,,69.0,69,0,3,7,2024,1,3,0,1,0,True,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
885,11087,Pune,Maharashtra,West,Healthcare,SMB,134,False,46,11087,16,2,2024-07-19,3,Data Advisory,Services,Partner,Annual,New business,New,484077.01,8.33,443753.4,False,None,4,68.3,2024-10-06,Closed Lost,Demo,2024-09-20,2024-09-20,Closed Lost,Pricing,2024-09-09,11,,63.0,63,0,3,7,2024,0,3,2,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
886,4712,Kolkata,West Bengal,East,Healthcare,SMB,110,False,74,4712,44,4,2025-04-27,1,Cloud Enablement,Services,Partner,Annual,New business,New,454757.86,7.29,421606.01,True,Competitor C,3,84.1,2025-10-01,Closed Lost,Lead,2025-05-01,2025-05-01,Closed Lost,Competitor selected,2025-05-01,0,,4.0,4,0,2,4,2025,1,0,1,0,0,False,0.0,0.0,Excluded,0,Closed,Closed opportunity,No open-deal action,,,,,,,,,,Closed,0.0
